START2_OP020_V_1angle,START2_OP020_V_1torque,START2_OP020_V_2angle,START2_OP020_V_2torque,START2_OP040_Vision_cosseprog,START2_OP050_Vision_paliermodel,START2_OP050_Vision_palierpresencedouille,START2_OP060_Vision_tirantcouleur,START2_OP070_V_1angle,START2_OP070_V_1prog,START2_OP070_V_1torque,START2_OP070_V_2angle,START2_OP070_V_2prog,START2_OP070_V_2torque,START2_OP080_Vision_rondelleprog,START2_OP090_MaxMidForceLimit,START2_OP090_MinMidForceLimit,START2_OP090_SnapRingFinalStroke,START2_OP090_SnapRingMidPointForce,START2_OP090_SnapRingPeakForce,START2_OP090_StartLinePeakForce,START2_OP100_Capuchon_insertionmesure,START2_OP110_Vissage_M8angle,START2_OP110_Vissage_M8prog,START2_OP110_Vissage_M8torque,START2_OP120_RodageI_mesure,START2_OP120_RodageU_mesure
36.6,3.78,38.1,3.78,1300.0,2.0,1.0,1.0,136.3,7.0,6.44,155.8,7.0,6.41,13.0,140.0,50.0,11.91,66.96,116.61,11.34,0.23,12.8,1.0,12.28,130.06,11.97
40.2,3.76,31.0,3.77,1300.0,2.0,1.0,1.0,179.9,7.0,6.42,139.3,7.0,6.42,13.0,140.0,50.0,11.72,85.76,189.69,20.75,0.22,35.6,1.0,12.22,115.19,11.97
57.4,3.77,43.1,3.79,300.0,1.0,1.0,2.0,99.0,8.0,6.6,123.8,8.0,6.62,3.0,140.0,50.0,11.72,78.53,199.31,43.57,0.55,28.2,2.0,9.6,143.28,11.97
46.2,3.77,48.7,3.77,30.0,1.0,1.0,2.0,96.3,8.0,6.61,120.1,8.0,6.62,3.0,140.0,50.0,11.8,108.38,173.69,34.2,0.54,33.0,2.0,9.61,135.62,11.97
32.1,3.75,48.8,3.79,700.0,2.0,1.0,1.0,157.2,7.0,6.4,137.8,7.0,6.41,7.0,140.0,50.0,11.68,72.89,147.82,32.87,0.41,11.1,1.0,12.31,111.49,11.97
46.8,3.77,34.0,3.77,300.0,1.0,1.0,2.0,97.1,8.0,6.61,112.7,8.0,6.6,3.0,140.0,50.0,11.47,87.97,188.55,22.09,0.55,27.3,2.0,9.59,134.73,11.97
27.9,3.83,38.8,3.79,1000.0,2.0,1.0,1.0,146.2,7.0,6.4,151.3,7.0,6.42,10.0,140.0,50.0,11.78,107.71,172.84,56.87,0.59,11.9,1.0,12.15,120.15,11.97
36.3,3.78,36.4,3.81,1300.0,2.0,1.0,1.0,149.8,7.0,6.42,134.9,7.0,6.42,13.0,140.0,50.0,11.81,66.6,123.9,12.59,0.22,17.8,1.0,12.15,122.0,11.97
37.3,3.79,41.3,3.78,700.0,2.0,1.0,1.0,155.8,7.0,6.42,161.2,7.0,6.43,7.0,140.0,50.0,11.6,63.46,129.58,46.92,0.41,10.4,1.0,12.21,118.56,11.97
49.3,3.77,46.0,3.78,3.0,1.0,1.0,2.0,105.4,8.0,6.6,159.1,8.0,6.6,3.0,140.0,50.0,11.85,83.79,207.57,23.68,0.55,31.0,2.0,9.6,130.38,11.97
37.4,3.75,40.1,3.76,300.0,1.0,1.0,2.0,101.2,8.0,6.62,138.1,8.0,6.61,3.0,140.0,50.0,11.86,91.94,203.79,25.13,0.55,30.5,2.0,9.62,132.05,11.97
44.6,3.79,41.9,3.76,1300.0,2.0,1.0,1.0,173.1,7.0,6.4,148.8,7.0,6.41,13.0,140.0,50.0,11.85,73.66,160.88,15.98,0.23,12.1,1.0,12.21,123.82,11.97
41.7,3.76,36.0,3.79,1300.0,2.0,1.0,1.0,150.4,7.0,6.42,145.1,7.0,6.4,13.0,140.0,50.0,11.78,91.54,196.5,26.71,0.23,13.3,1.0,12.19,120.26,11.97
53.1,3.78,49.3,3.78,300.0,1.0,1.0,2.0,96.6,8.0,6.62,86.1,8.0,6.61,3.0,140.0,50.0,11.48,90.46,173.81,21.93,0.55,28.9,2.0,9.61,136.98,11.97
45.2,3.78,44.4,3.79,300.0,1.0,1.0,2.0,94.8,8.0,6.63,98.4,8.0,6.6,3.0,140.0,50.0,11.76,76.0,157.73,23.87,0.55,33.4,2.0,9.54,144.1,11.97
39.9,3.8,36.2,3.77,1000.0,2.0,1.0,1.0,154.6,7.0,6.42,154.3,7.0,6.41,10.0,140.0,50.0,11.83,93.6,208.9,29.71,0.59,9.8,1.0,12.22,119.22,11.97
37.9,3.75,33.6,3.78,300.0,1.0,1.0,2.0,92.7,8.0,6.62,100.7,8.0,6.62,3.0,140.0,50.0,11.63,75.92,138.12,25.08,0.55,34.2,2.0,9.56,130.15,11.97
40.7,3.77,38.0,3.8,1000.0,2.0,1.0,1.0,129.7,7.0,6.41,148.2,7.0,6.41,10.0,150.0,50.0,11.49,97.98,192.63,59.66,0.59,18.4,1.0,12.16,121.54,11.97
53.0,3.78,51.3,3.79,300.0,1.0,1.0,2.0,95.2,8.0,6.61,110.1,8.0,6.61,3.0,140.0,50.0,11.73,97.91,186.83,26.08,0.55,31.7,2.0,9.5,135.85,11.97
35.7,3.78,39.6,3.77,400.0,1.0,1.0,2.0,93.7,8.0,6.61,104.5,8.0,6.6,4.0,140.0,50.0,12.1,91.35,182.83,21.57,0.42,52.2,1.0,12.07,142.46,11.97
48.5,3.77,38.1,3.77,400.0,1.0,1.0,2.0,114.2,8.0,6.63,115.2,8.0,6.6,4.0,150.0,50.0,11.79,113.16,187.95,34.92,0.39,54.9,1.0,12.06,138.8,11.97
52.3,3.79,41.1,3.75,300.0,1.0,1.0,2.0,110.8,8.0,6.62,115.0,8.0,6.6,3.0,140.0,50.0,11.76,105.95,186.66,46.09,0.54,33.0,2.0,9.65,137.84,11.97
33.0,3.78,34.1,3.77,1300.0,2.0,1.0,1.0,150.7,7.0,6.4,146.1,7.0,6.4,13.0,140.0,50.0,11.75,82.75,192.66,19.71,0.23,14.7,1.0,12.26,120.55,11.97
32.0,3.76,45.6,3.77,1100.0,2.0,1.0,1.0,131.7,7.0,6.42,143.4,7.0,6.42,11.0,150.0,50.0,11.47,111.28,202.76,60.26,0.12,18.7,1.0,12.21,132.2,11.97
28.3,3.8,33.3,3.77,700.0,2.0,1.0,1.0,155.3,7.0,6.42,157.8,7.0,6.42,7.0,140.0,50.0,11.6,75.85,129.01,35.31,0.41,21.0,1.0,12.28,115.4,11.97
36.3,3.76,37.3,3.77,400.0,1.0,1.0,2.0,112.1,8.0,6.62,112.6,8.0,6.61,4.0,140.0,50.0,12.07,93.12,185.31,26.23,0.43,63.7,1.0,12.15,132.1,11.97
49.4,3.78,49.3,3.77,400.0,1.0,1.0,2.0,109.5,8.0,6.62,114.0,8.0,6.61,4.0,140.0,50.0,11.75,74.8,167.87,23.1,0.43,46.0,1.0,12.08,146.82,11.97
34.1,3.77,37.8,3.77,1300.0,2.0,1.0,1.0,129.9,7.0,6.42,158.7,7.0,6.42,13.0,140.0,50.0,11.75,81.56,176.77,20.55,0.22,14.5,1.0,12.15,113.03,11.97
33.2,3.78,43.2,3.77,1100.0,2.0,1.0,1.0,136.8,7.0,6.43,142.2,7.0,6.42,11.0,150.0,50.0,11.47,115.47,185.47,37.84,0.12,21.4,1.0,12.13,126.08,11.97
50.6,3.75,52.0,3.77,300.0,1.0,1.0,2.0,113.3,8.0,6.63,111.0,8.0,6.6,3.0,140.0,50.0,11.5,84.49,170.57,19.56,0.54,38.9,2.0,9.62,141.38,11.97
50.2,3.78,51.7,3.77,3.0,1.0,1.0,2.0,105.2,8.0,6.62,132.7,8.0,6.6,3.0,140.0,50.0,11.85,68.77,161.77,20.27,0.54,29.9,2.0,9.59,125.24,11.97
37.7,3.77,42.5,3.75,3.0,1.0,1.0,2.0,109.3,8.0,6.63,111.1,8.0,6.6,3.0,140.0,50.0,12.31,110.0,201.03,38.14,0.55,33.4,2.0,9.57,129.37,11.97
40.2,3.76,46.9,3.78,700.0,2.0,1.0,1.0,147.0,7.0,6.41,151.1,7.0,6.4,7.0,140.0,50.0,11.58,65.4,135.28,23.68,0.41,12.1,1.0,12.24,114.51,11.97
26.6,3.79,43.7,3.79,700.0,2.0,1.0,1.0,137.7,7.0,6.4,135.8,7.0,6.43,7.0,140.0,50.0,11.6,77.71,127.24,31.06,0.41,15.1,1.0,12.22,113.81,11.97
27.6,3.77,36.7,3.8,1300.0,2.0,1.0,1.0,153.1,7.0,6.42,148.2,7.0,6.41,13.0,140.0,50.0,11.75,87.31,194.28,21.8,0.23,20.5,1.0,12.25,114.0,11.97
39.0,3.75,41.1,3.78,400.0,1.0,1.0,2.0,122.3,8.0,6.6,126.1,8.0,6.62,4.0,140.0,50.0,12.11,93.33,196.84,26.58,0.42,44.9,1.0,12.08,143.31,11.97
30.0,3.77,39.8,3.79,1300.0,2.0,1.0,1.0,135.5,7.0,6.41,158.5,7.0,6.42,13.0,140.0,50.0,11.81,98.97,179.82,25.0,0.23,14.0,1.0,12.27,118.58,11.97
42.1,3.76,52.8,3.77,400.0,1.0,1.0,2.0,113.7,8.0,6.61,119.1,8.0,6.61,4.0,150.0,50.0,11.9,111.87,186.08,33.93,0.4,62.4,1.0,12.12,138.13,11.97
36.9,3.79,28.7,3.79,700.0,2.0,1.0,1.0,147.1,7.0,6.42,147.3,7.0,6.4,7.0,140.0,50.0,11.58,70.33,130.24,46.66,0.41,13.1,1.0,12.25,112.01,11.97
51.5,3.78,52.4,3.77,300.0,1.0,1.0,2.0,103.4,8.0,6.62,116.6,8.0,6.62,3.0,140.0,50.0,11.86,80.33,197.35,21.84,0.54,30.4,2.0,9.67,131.95,11.97
42.6,3.78,32.3,3.79,700.0,2.0,1.0,1.0,148.5,7.0,6.44,163.6,7.0,6.4,7.0,140.0,50.0,11.42,78.05,139.45,42.99,0.41,13.7,1.0,12.22,115.04,11.97
35.4,3.83,36.1,3.77,1000.0,2.0,1.0,1.0,133.7,7.0,6.41,158.6,7.0,6.41,10.0,140.0,50.0,11.83,101.95,203.61,28.09,0.59,16.4,1.0,12.33,120.8,11.97
30.5,3.75,42.9,3.78,1300.0,2.0,1.0,1.0,140.7,7.0,6.41,159.9,7.0,6.42,13.0,140.0,50.0,11.74,113.19,195.37,32.7,0.23,17.4,1.0,12.12,119.75,11.97
39.4,3.76,52.4,3.77,300.0,1.0,1.0,2.0,101.4,8.0,6.61,114.7,8.0,6.63,3.0,140.0,50.0,11.87,90.33,205.19,30.77,0.55,35.3,2.0,9.62,137.23,11.97
34.5,3.77,35.9,3.8,300.0,1.0,1.0,2.0,108.8,8.0,6.61,112.7,8.0,6.6,3.0,140.0,50.0,11.48,85.85,190.81,20.7,0.54,32.9,2.0,9.5,135.61,11.97
48.8,3.78,37.8,3.75,400.0,1.0,1.0,2.0,111.1,8.0,6.61,116.5,8.0,6.62,4.0,150.0,50.0,11.79,113.55,189.37,38.84,0.4,67.8,1.0,12.15,138.68,11.97
33.1,3.78,40.8,3.77,1300.0,2.0,1.0,1.0,133.9,7.0,6.4,138.6,7.0,6.4,13.0,140.0,50.0,11.85,79.0,199.04,23.86,0.23,10.5,1.0,12.35,117.23,11.97
43.1,3.8,53.6,3.77,300.0,1.0,1.0,2.0,109.3,8.0,6.62,103.4,8.0,6.6,3.0,150.0,50.0,11.8,114.17,184.54,44.4,0.54,34.2,2.0,9.59,139.21,11.97
32.9,3.77,37.3,3.77,1000.0,2.0,1.0,1.0,178.3,7.0,6.42,146.9,7.0,6.41,10.0,140.0,50.0,11.22,92.81,183.88,49.51,0.6,22.9,1.0,12.17,128.52,11.97
29.7,3.75,34.7,3.77,1300.0,2.0,1.0,1.0,132.0,7.0,6.44,165.8,7.0,6.42,13.0,140.0,50.0,12.13,62.46,135.28,12.99,0.23,18.8,1.0,12.24,118.79,11.97
37.6,3.75,40.8,3.78,1300.0,2.0,1.0,1.0,146.6,7.0,6.44,160.9,7.0,6.43,13.0,140.0,50.0,11.91,83.5,141.36,26.61,0.23,16.5,1.0,12.22,126.39,11.97
47.6,3.77,39.6,3.77,300.0,1.0,1.0,2.0,94.0,8.0,6.64,101.5,8.0,6.61,3.0,140.0,50.0,11.82,71.53,143.65,21.71,0.55,32.3,2.0,9.51,126.12,11.97
28.7,3.79,30.1,3.77,1300.0,2.0,1.0,1.0,137.8,7.0,6.4,140.7,7.0,6.41,13.0,140.0,50.0,11.74,92.82,173.86,23.91,0.23,20.4,1.0,12.19,124.72,11.97
42.4,3.78,40.7,3.77,1300.0,2.0,1.0,1.0,152.0,7.0,6.41,155.9,7.0,6.43,13.0,140.0,50.0,11.77,87.72,197.91,23.98,0.23,9.6,1.0,12.26,120.87,11.97
37.3,3.78,42.1,3.8,700.0,2.0,1.0,1.0,165.0,7.0,6.42,177.4,7.0,6.41,7.0,140.0,50.0,11.59,75.35,131.41,40.28,0.41,21.4,1.0,12.19,117.02,11.97
34.1,3.76,39.8,3.8,1300.0,2.0,1.0,1.0,130.7,7.0,6.42,143.6,7.0,6.4,13.0,140.0,50.0,11.79,79.76,145.6,23.49,0.24,13.4,1.0,12.18,133.2,11.97
49.2,3.78,51.5,3.76,300.0,1.0,1.0,2.0,115.1,8.0,6.6,110.4,8.0,6.6,3.0,140.0,50.0,12.3,100.26,185.98,32.14,0.55,37.1,2.0,9.56,128.8,11.97
39.8,3.77,44.2,3.78,300.0,1.0,1.0,2.0,113.9,8.0,6.62,102.9,8.0,6.61,3.0,140.0,50.0,11.42,82.92,166.25,19.9,0.54,41.4,2.0,9.58,142.08,11.97
29.2,3.76,42.4,3.78,700.0,2.0,1.0,1.0,141.1,7.0,6.41,131.9,7.0,6.42,7.0,140.0,50.0,11.48,69.37,142.96,43.7,0.41,13.6,1.0,12.12,124.91,11.97
50.1,3.77,49.8,3.77,300.0,1.0,1.0,2.0,94.4,8.0,6.61,128.5,8.0,6.6,3.0,140.0,50.0,11.8,108.34,182.09,36.79,0.52,31.9,2.0,9.56,135.8,11.97
33.4,3.81,33.6,3.75,1300.0,2.0,1.0,1.0,130.0,7.0,6.41,131.5,7.0,6.43,13.0,140.0,50.0,11.89,65.65,122.9,11.29,0.23,19.6,1.0,12.14,118.21,11.97
51.9,3.78,53.5,3.78,30.0,1.0,1.0,2.0,114.3,8.0,6.62,129.0,8.0,6.61,3.0,140.0,50.0,11.75,101.69,191.38,61.94,0.53,28.4,2.0,9.69,135.69,11.97
32.2,3.76,47.3,3.77,1100.0,2.0,1.0,1.0,131.0,7.0,6.42,148.6,7.0,6.42,11.0,140.0,50.0,11.88,69.47,144.61,21.42,0.13,10.6,1.0,12.19,121.71,11.97
29.0,3.78,44.5,3.76,700.0,2.0,1.0,1.0,146.6,7.0,6.42,145.8,7.0,6.41,7.0,140.0,50.0,11.54,68.89,131.77,28.35,0.41,10.7,1.0,12.15,112.31,11.97
35.6,3.8,43.7,3.78,1100.0,2.0,1.0,1.0,133.4,7.0,6.4,153.7,7.0,6.41,11.0,140.0,50.0,11.79,109.04,182.38,44.19,0.12,18.3,1.0,12.2,121.1,11.97
44.7,3.75,46.2,3.76,400.0,1.0,1.0,2.0,111.7,8.0,6.64,105.4,8.0,6.6,4.0,150.0,50.0,11.91,112.84,199.07,37.03,0.4,63.2,1.0,12.05,153.51,11.97
48.1,3.78,50.7,3.77,400.0,1.0,1.0,2.0,102.4,8.0,6.6,112.5,8.0,6.63,4.0,150.0,50.0,11.93,113.01,199.83,36.18,0.4,55.4,1.0,12.04,144.84,11.97
29.6,3.76,32.3,3.78,1300.0,2.0,1.0,1.0,147.4,7.0,6.42,133.8,7.0,6.42,13.0,140.0,50.0,11.92,82.04,179.99,25.5,0.23,13.0,1.0,12.18,123.94,11.97
31.4,3.77,33.2,3.78,700.0,2.0,1.0,1.0,147.0,7.0,6.41,152.3,7.0,6.4,7.0,140.0,50.0,12.37,83.53,134.76,24.11,0.41,17.4,1.0,12.17,114.33,11.97
32.5,3.76,31.6,3.77,1300.0,2.0,1.0,1.0,125.9,7.0,6.41,154.6,7.0,6.41,13.0,140.0,50.0,11.75,88.53,175.73,21.89,0.23,24.7,1.0,12.19,116.49,11.97
39.4,3.76,45.6,3.76,1100.0,2.0,1.0,1.0,134.2,7.0,6.42,141.6,7.0,6.42,11.0,140.0,50.0,11.88,71.37,160.21,22.55,0.13,9.3,1.0,12.23,126.38,11.97
37.2,3.77,47.7,3.77,1300.0,2.0,1.0,1.0,130.2,7.0,6.42,136.5,7.0,6.41,13.0,140.0,50.0,11.75,93.38,187.69,24.23,0.23,11.2,1.0,12.22,126.95,11.97
29.7,3.79,35.7,3.79,1000.0,2.0,1.0,1.0,149.4,7.0,6.42,161.1,7.0,6.42,10.0,140.0,50.0,11.78,110.03,185.2,48.08,0.58,12.5,1.0,12.15,125.14,11.97
41.8,3.77,37.7,3.78,1300.0,2.0,1.0,1.0,137.4,7.0,6.4,153.5,7.0,6.41,13.0,140.0,50.0,11.75,90.73,174.45,23.72,0.22,12.2,1.0,12.28,118.66,11.97
32.8,3.79,37.9,3.77,1300.0,2.0,1.0,1.0,139.1,7.0,6.4,139.3,7.0,6.41,13.0,140.0,50.0,12.42,71.11,98.31,17.22,0.23,12.4,1.0,12.17,116.05,11.97
35.2,3.78,38.6,3.78,7.0,2.0,1.0,1.0,144.5,7.0,6.44,152.8,7.0,6.41,7.0,140.0,50.0,11.73,73.78,128.58,38.53,0.41,16.2,1.0,12.18,111.74,11.97
34.3,3.77,36.8,3.79,1000.0,2.0,1.0,1.0,146.3,7.0,6.43,124.9,7.0,6.42,10.0,140.0,50.0,11.76,120.77,183.48,62.42,0.6,18.4,1.0,12.15,122.43,11.97
51.4,3.78,46.5,3.78,300.0,1.0,1.0,2.0,113.7,8.0,6.62,116.5,8.0,6.61,3.0,140.0,50.0,11.88,84.31,199.14,24.42,0.55,33.7,2.0,9.58,133.89,11.97
30.8,3.79,31.8,3.76,1300.0,2.0,1.0,1.0,135.5,7.0,6.42,148.5,7.0,6.4,13.0,140.0,50.0,11.71,92.78,179.07,26.38,0.23,12.1,1.0,12.26,118.15,11.97
41.0,3.78,45.4,3.79,300.0,1.0,1.0,2.0,105.4,8.0,6.62,112.0,8.0,6.62,3.0,140.0,50.0,11.74,86.92,199.58,36.62,0.55,35.7,2.0,9.59,130.62,11.97
39.1,3.76,45.4,3.76,400.0,1.0,1.0,2.0,105.5,8.0,6.63,116.1,8.0,6.63,4.0,140.0,50.0,11.72,75.62,160.04,25.25,0.42,47.7,1.0,12.07,140.94,11.97
33.4,3.79,49.9,3.79,400.0,1.0,1.0,2.0,112.0,8.0,6.63,109.7,8.0,6.6,4.0,140.0,50.0,11.91,93.41,186.73,26.34,0.42,51.2,1.0,12.06,145.01,11.97
54.2,3.77,40.5,3.75,300.0,1.0,1.0,2.0,110.9,8.0,6.64,110.9,8.0,6.61,3.0,140.0,50.0,11.85,88.27,207.06,27.45,0.55,33.8,2.0,9.56,125.53,11.97
30.0,3.78,40.1,3.77,1300.0,2.0,1.0,1.0,143.7,7.0,6.41,132.6,7.0,6.4,13.0,140.0,50.0,11.79,76.06,160.95,24.9,0.23,20.5,1.0,12.11,125.67,11.97
30.0,3.8,39.1,3.77,700.0,2.0,1.0,1.0,155.4,7.0,6.42,154.4,7.0,6.43,7.0,140.0,50.0,11.59,77.49,128.95,41.28,0.4,13.6,1.0,12.24,120.12,11.97
27.8,3.81,35.5,3.78,700.0,2.0,1.0,1.0,156.8,7.0,6.42,160.3,7.0,6.4,7.0,140.0,50.0,12.4,67.02,130.94,18.11,0.41,14.2,1.0,12.24,116.36,11.97
42.6,3.78,44.7,3.77,300.0,1.0,1.0,2.0,103.3,8.0,6.6,109.6,8.0,6.6,3.0,140.0,50.0,11.48,83.42,174.44,18.68,0.55,29.2,2.0,9.62,133.25,11.97
42.4,3.78,50.3,3.76,300.0,1.0,1.0,2.0,113.4,8.0,6.62,110.9,8.0,6.61,3.0,140.0,50.0,11.8,115.27,206.19,29.2,0.55,31.3,2.0,9.61,142.07,11.97
31.4,3.75,31.8,3.77,1000.0,2.0,1.0,1.0,137.4,7.0,6.42,144.7,7.0,6.41,10.0,140.0,50.0,12.29,112.86,193.22,52.49,0.6,21.9,1.0,12.16,120.83,11.97
39.3,3.79,46.3,3.76,700.0,2.0,1.0,1.0,140.8,7.0,6.42,161.6,7.0,6.42,7.0,140.0,50.0,11.57,67.72,139.04,28.06,0.41,17.0,1.0,12.14,111.77,11.97
45.3,3.8,47.2,3.75,300.0,1.0,1.0,2.0,103.3,8.0,6.62,135.1,8.0,6.6,3.0,140.0,50.0,11.74,89.83,178.72,39.08,0.55,33.9,2.0,9.51,130.05,11.97
30.3,3.81,31.7,3.79,1300.0,2.0,1.0,1.0,141.9,7.0,6.4,156.3,7.0,6.41,13.0,140.0,50.0,11.72,89.6,187.98,23.23,0.22,15.1,1.0,12.34,116.91,11.97
30.2,3.81,30.7,3.79,700.0,2.0,1.0,1.0,156.1,7.0,6.44,152.0,7.0,6.42,7.0,140.0,50.0,11.71,81.75,150.51,44.64,0.41,13.2,1.0,12.17,116.75,11.97
32.9,3.75,40.4,3.8,1300.0,2.0,1.0,1.0,147.5,7.0,6.4,130.5,7.0,6.42,13.0,140.0,50.0,11.85,84.28,200.25,22.74,0.23,20.1,1.0,12.05,118.0,11.97
47.4,3.77,31.8,3.79,1000.0,2.0,1.0,1.0,139.2,7.0,6.42,139.2,7.0,6.4,10.0,140.0,50.0,11.77,106.86,180.67,60.5,0.59,16.0,1.0,12.22,116.68,11.97
54.4,3.77,51.3,3.77,30.0,1.0,1.0,2.0,103.0,8.0,6.63,84.2,8.0,6.6,3.0,140.0,50.0,11.72,76.13,158.73,20.46,0.55,36.0,2.0,9.66,140.44,11.97
41.5,3.78,49.4,3.79,300.0,1.0,1.0,2.0,105.6,8.0,6.62,87.1,8.0,6.61,3.0,140.0,50.0,11.83,66.71,149.5,19.37,0.55,29.4,2.0,9.55,137.68,11.97
32.4,3.75,40.3,3.78,1300.0,2.0,1.0,1.0,154.6,7.0,6.42,141.8,7.0,6.42,13.0,140.0,50.0,11.88,76.52,154.98,15.84,0.23,13.3,1.0,12.22,118.49,11.97
32.8,3.78,37.3,3.79,700.0,2.0,1.0,1.0,148.6,7.0,6.42,146.1,7.0,6.4,7.0,140.0,50.0,11.58,60.86,124.27,19.53,0.41,12.1,1.0,12.23,112.92,11.97
53.5,3.77,36.2,3.77,300.0,1.0,1.0,2.0,112.2,8.0,6.62,114.1,8.0,6.61,3.0,140.0,50.0,11.49,82.86,173.73,20.34,0.54,29.4,2.0,9.64,136.71,11.97
46.5,3.75,34.1,3.8,300.0,1.0,1.0,2.0,99.1,8.0,6.62,123.0,8.0,6.6,3.0,140.0,50.0,11.46,81.46,167.51,19.36,0.55,32.5,2.0,9.62,138.02,11.97
34.4,3.78,46.6,3.77,1100.0,2.0,1.0,1.0,155.8,7.0,6.41,133.2,7.0,6.41,11.0,140.0,50.0,11.9,80.54,163.32,25.62,0.13,10.1,1.0,12.16,125.36,11.97
31.5,3.76,40.6,3.78,700.0,2.0,1.0,1.0,149.0,7.0,6.42,146.9,7.0,6.4,7.0,140.0,50.0,11.59,80.4,133.1,26.83,0.41,12.9,1.0,12.19,112.41,11.97
38.1,3.76,37.6,3.78,3.0,1.0,1.0,2.0,98.4,8.0,6.6,110.0,8.0,6.61,3.0,140.0,50.0,11.79,106.74,168.41,33.28,0.54,37.5,2.0,9.58,137.95,11.97
29.7,3.77,31.0,3.77,700.0,2.0,1.0,1.0,134.4,7.0,6.4,132.1,7.0,6.4,7.0,140.0,50.0,11.55,71.88,136.35,25.08,0.41,18.9,1.0,12.39,115.93,11.97
34.7,3.77,47.7,3.76,400.0,1.0,1.0,2.0,112.3,8.0,6.62,127.9,8.0,6.6,4.0,140.0,50.0,11.85,80.84,127.36,15.81,0.42,54.5,1.0,12.03,136.47,11.97
33.5,3.76,35.6,3.81,400.0,1.0,1.0,2.0,113.6,8.0,6.62,120.4,8.0,6.6,4.0,140.0,50.0,11.76,80.71,173.07,25.36,0.42,60.3,1.0,12.04,136.74,11.98
33.4,3.8,37.4,3.79,1300.0,2.0,1.0,1.0,155.1,7.0,6.42,141.6,7.0,6.4,13.0,140.0,50.0,11.93,74.79,134.48,21.91,0.23,10.0,1.0,12.23,119.37,11.97
49.5,3.77,52.6,3.77,3.0,1.0,1.0,2.0,111.4,8.0,6.62,115.1,8.0,6.61,3.0,140.0,50.0,11.8,109.06,180.22,42.99,0.54,32.0,2.0,9.65,142.35,11.97
30.9,3.76,48.2,3.77,700.0,2.0,1.0,1.0,140.7,7.0,6.4,144.7,7.0,6.4,7.0,140.0,50.0,11.55,71.74,130.71,24.0,0.41,11.6,1.0,12.2,112.64,11.97
47.3,3.76,35.2,3.79,400.0,1.0,1.0,2.0,103.1,8.0,6.64,108.6,8.0,6.61,4.0,140.0,50.0,11.73,75.36,176.47,21.97,0.42,63.8,1.0,12.08,134.77,11.98
35.9,3.75,40.6,3.76,700.0,2.0,1.0,1.0,122.4,7.0,6.42,147.5,7.0,6.41,7.0,140.0,50.0,11.59,85.44,136.93,27.81,0.41,12.1,1.0,12.29,110.04,11.97
53.0,3.78,52.7,3.78,300.0,1.0,1.0,2.0,104.9,8.0,6.62,105.9,8.0,6.6,3.0,140.0,50.0,11.74,78.89,149.57,19.92,0.54,34.4,2.0,9.54,128.75,11.97
40.6,3.77,40.4,3.77,700.0,2.0,1.0,1.0,143.0,7.0,6.44,150.6,7.0,6.4,7.0,140.0,50.0,11.69,75.3,132.98,24.58,0.4,18.6,1.0,12.11,114.09,11.98
35.8,3.77,43.1,3.79,1300.0,2.0,1.0,1.0,138.6,7.0,6.42,166.4,7.0,6.4,13.0,140.0,50.0,11.66,84.25,177.14,24.44,0.23,20.6,1.0,12.07,114.19,11.97
29.6,3.76,36.7,3.77,1300.0,2.0,1.0,1.0,156.3,7.0,6.41,147.8,7.0,6.42,13.0,140.0,50.0,11.73,91.87,175.14,25.45,0.23,18.5,1.0,12.22,117.42,11.97
43.6,3.78,40.2,3.79,4.0,1.0,1.0,2.0,113.0,8.0,6.62,103.9,8.0,6.62,4.0,150.0,50.0,11.78,115.24,194.81,39.3,0.39,57.8,1.0,12.06,131.67,11.97
30.0,3.81,44.6,3.79,1100.0,2.0,1.0,1.0,131.0,7.0,6.44,129.0,7.0,6.42,11.0,140.0,50.0,11.49,102.94,199.46,49.7,0.12,17.1,1.0,12.15,129.39,11.97
34.3,3.77,33.9,3.8,1300.0,2.0,1.0,1.0,137.8,7.0,6.42,150.0,7.0,6.4,13.0,140.0,50.0,11.75,76.53,166.93,18.58,0.23,19.3,1.0,12.11,120.53,11.97
30.7,3.79,37.5,3.8,1100.0,2.0,1.0,1.0,130.9,7.0,6.43,145.0,7.0,6.42,11.0,140.0,50.0,12.05,78.77,204.53,47.32,0.13,12.2,1.0,12.23,127.61,11.97
49.0,3.78,37.1,3.77,300.0,1.0,1.0,2.0,109.0,8.0,6.6,105.7,8.0,6.61,3.0,140.0,50.0,11.82,102.68,214.47,24.01,0.55,33.5,2.0,9.6,135.14,11.97
29.7,3.78,31.3,3.76,1300.0,2.0,1.0,1.0,160.2,7.0,6.41,171.0,7.0,6.4,13.0,140.0,50.0,11.95,70.06,101.92,21.01,0.23,19.1,1.0,12.14,119.27,11.97
40.2,3.76,39.0,3.79,1300.0,2.0,1.0,1.0,131.7,7.0,6.43,130.6,7.0,6.4,13.0,140.0,50.0,11.9,71.01,125.26,14.66,0.23,15.3,1.0,12.18,119.06,11.97
34.1,3.78,35.4,3.78,1000.0,2.0,1.0,1.0,137.4,7.0,6.41,140.3,7.0,6.42,10.0,150.0,50.0,11.5,100.99,196.53,74.21,0.58,13.6,1.0,12.19,125.01,11.97
46.0,3.78,47.7,3.77,300.0,1.0,1.0,2.0,121.1,8.0,6.62,134.4,8.0,6.61,3.0,140.0,50.0,11.75,92.66,183.94,24.13,0.55,28.4,2.0,9.52,136.48,11.97
