START2_OP020_V_1angle,START2_OP020_V_1torque,START2_OP020_V_2angle,START2_OP020_V_2torque,START2_OP040_Vision_cosseprog,START2_OP050_Vision_paliermodel,START2_OP050_Vision_palierpresencedouille,START2_OP060_Vision_tirantcouleur,START2_OP070_V_1angle,START2_OP070_V_1prog,START2_OP070_V_1torque,START2_OP070_V_2angle,START2_OP070_V_2prog,START2_OP070_V_2torque,START2_OP080_Vision_rondelleprog,START2_OP090_MaxMidForceLimit,START2_OP090_MinMidForceLimit,START2_OP090_SnapRingFinalStroke,START2_OP090_SnapRingMidPointForce,START2_OP090_SnapRingPeakForce,START2_OP090_StartLinePeakForce,START2_OP100_Capuchon_insertionmesure,START2_OP110_Vissage_M8angle,START2_OP110_Vissage_M8prog,START2_OP110_Vissage_M8torque,START2_OP120_RodageI_mesure,START2_OP120_RodageU_mesure
31.5,3.76,36.0,3.79,700.0,2.0,1.0,1.0,157.8,7.0,6.4,137.9,7.0,6.41,7.0,140.0,50.0,11.71,86.46,142.87,34.73,0.41,10.7,1.0,12.21,121.09,11.97
51.4,3.79,40.4,3.77,300.0,1.0,1.0,2.0,104.6,8.0,6.62,103.4,8.0,6.62,3.0,140.0,50.0,11.79,110.6,173.54,35.86,0.53,36.1,2.0,9.57,136.58,11.97
30.0,3.77,33.9,3.77,1300.0,2.0,1.0,1.0,132.0,7.0,6.42,146.9,7.0,6.42,13.0,140.0,50.0,11.93,77.19,127.7,22.05,0.23,17.2,1.0,12.26,120.95,11.97
32.5,3.76,33.9,3.78,70.0,2.0,1.0,1.0,138.4,7.0,6.42,150.5,7.0,6.43,7.0,140.0,50.0,11.71,80.67,128.01,28.09,0.41,10.5,1.0,12.22,127.49,11.97
38.1,3.77,31.8,3.8,700.0,2.0,1.0,1.0,163.2,7.0,6.42,148.3,7.0,6.42,7.0,140.0,50.0,11.59,75.59,130.75,43.89,0.4,22.9,1.0,12.06,115.85,11.97
55.6,3.79,56.1,3.76,300.0,1.0,1.0,2.0,100.9,8.0,6.63,112.8,8.0,6.6,3.0,140.0,50.0,11.87,86.23,200.8,25.22,0.55,31.8,2.0,9.61,136.58,11.97
51.7,3.77,51.9,3.78,300.0,1.0,1.0,2.0,119.7,8.0,6.62,99.7,8.0,6.61,3.0,140.0,50.0,11.6,79.54,134.4,27.59,0.55,30.8,2.0,9.57,128.36,11.97
46.3,3.77,51.0,3.77,300.0,1.0,1.0,2.0,96.9,8.0,6.62,105.3,8.0,6.6,3.0,140.0,50.0,11.78,108.5,185.43,36.72,0.53,30.8,2.0,9.53,134.44,11.97
31.2,3.83,40.3,3.79,700.0,2.0,1.0,1.0,156.7,7.0,6.42,166.3,7.0,6.4,7.0,140.0,50.0,11.59,72.75,132.13,25.35,0.41,18.8,1.0,12.22,113.43,11.97
39.1,3.79,36.9,3.79,1000.0,2.0,1.0,1.0,131.4,7.0,6.42,148.6,7.0,6.4,10.0,140.0,50.0,11.88,103.27,212.25,39.7,0.59,15.7,1.0,12.13,112.68,11.97
48.7,3.77,49.2,3.78,300.0,1.0,1.0,2.0,90.4,8.0,6.61,96.7,8.0,6.6,3.0,140.0,50.0,11.66,103.35,183.76,64.04,0.55,30.6,2.0,9.57,138.92,11.97
32.6,3.78,38.4,3.77,1300.0,2.0,1.0,1.0,129.6,7.0,6.42,160.8,7.0,6.43,13.0,140.0,50.0,11.81,90.32,175.99,29.38,0.23,16.2,1.0,12.18,114.8,11.97
43.1,3.8,26.9,3.79,1000.0,2.0,1.0,1.0,144.3,7.0,6.41,134.4,7.0,6.41,10.0,140.0,50.0,11.76,110.96,188.67,51.06,0.58,16.5,1.0,12.1,118.23,11.97
47.1,3.8,39.7,3.77,300.0,1.0,1.0,2.0,98.8,8.0,6.62,121.2,8.0,6.61,3.0,140.0,50.0,11.75,87.64,210.5,23.91,0.55,30.3,2.0,9.6,138.93,11.97
27.6,3.77,38.8,3.77,1300.0,2.0,1.0,1.0,166.8,7.0,6.42,158.9,7.0,6.41,13.0,140.0,50.0,11.68,85.86,172.4,30.01,0.23,15.7,1.0,12.14,119.1,11.97
31.2,3.78,35.9,3.75,700.0,2.0,1.0,1.0,164.5,7.0,6.4,170.2,7.0,6.42,7.0,140.0,50.0,11.58,60.75,139.01,25.49,0.41,9.7,1.0,12.26,110.48,11.98
36.5,3.78,37.8,3.78,1000.0,2.0,1.0,1.0,130.4,7.0,6.41,144.1,7.0,6.4,10.0,140.0,50.0,11.86,98.36,203.87,29.77,0.59,16.1,1.0,12.16,120.89,11.97
53.9,3.79,48.0,3.78,300.0,1.0,1.0,2.0,100.8,8.0,6.62,117.6,8.0,6.61,3.0,140.0,50.0,11.79,110.75,171.51,37.43,0.54,36.9,2.0,9.62,141.41,11.97
39.8,3.77,37.2,3.77,1300.0,2.0,1.0,1.0,148.6,7.0,6.42,148.5,7.0,6.43,13.0,140.0,50.0,11.93,69.74,130.28,19.82,0.23,23.1,1.0,12.22,124.22,11.97
34.2,3.75,43.4,3.77,300.0,1.0,1.0,2.0,103.1,8.0,6.64,108.4,8.0,6.6,3.0,140.0,50.0,11.87,69.48,117.72,19.0,0.55,35.5,2.0,9.63,129.11,11.97
41.4,3.77,43.8,3.78,1300.0,2.0,1.0,1.0,140.8,7.0,6.4,148.1,7.0,6.4,13.0,140.0,50.0,12.13,74.32,179.74,18.27,0.23,11.9,1.0,12.33,118.48,11.97
31.3,3.78,40.4,3.79,1100.0,2.0,1.0,1.0,137.4,7.0,6.42,120.5,7.0,6.4,11.0,150.0,50.0,11.51,104.7,195.55,44.0,0.12,12.0,1.0,12.3,127.31,11.97
37.4,3.75,44.7,3.75,40.0,1.0,1.0,2.0,110.3,8.0,6.62,135.2,8.0,6.61,4.0,150.0,50.0,11.79,102.15,181.08,47.84,0.39,48.3,1.0,12.09,140.73,11.98
28.5,3.8,40.1,3.77,1300.0,2.0,1.0,1.0,146.2,7.0,6.42,165.2,7.0,6.41,13.0,140.0,50.0,11.74,108.58,196.9,35.34,0.23,13.3,1.0,12.2,123.41,11.97
49.3,3.76,49.7,3.78,300.0,1.0,1.0,2.0,90.0,8.0,6.61,107.3,8.0,6.6,3.0,140.0,50.0,11.74,86.82,176.97,25.72,0.55,34.1,2.0,9.54,137.19,11.97
28.0,3.79,32.9,3.77,7.0,2.0,1.0,1.0,146.8,7.0,6.4,159.8,7.0,6.43,7.0,140.0,50.0,12.49,78.08,143.09,20.52,0.42,14.8,1.0,12.35,116.17,11.97
48.0,3.75,37.7,3.77,300.0,1.0,1.0,2.0,97.1,8.0,6.62,104.7,8.0,6.61,3.0,140.0,50.0,11.48,85.45,191.4,21.88,0.55,29.7,2.0,9.53,141.69,11.97
45.7,3.77,36.4,3.78,1000.0,2.0,1.0,1.0,137.0,7.0,6.4,136.1,7.0,6.41,10.0,140.0,50.0,11.35,80.04,192.73,37.62,0.59,18.6,1.0,12.05,113.64,11.97
46.7,3.78,44.0,3.77,300.0,1.0,1.0,2.0,103.8,8.0,6.63,119.7,8.0,6.6,3.0,140.0,50.0,11.85,80.49,192.74,20.86,0.55,26.0,2.0,9.72,133.1,11.97
31.8,3.78,35.1,3.79,1000.0,2.0,1.0,1.0,131.3,7.0,6.42,159.3,7.0,6.42,10.0,150.0,50.0,11.49,102.65,188.96,70.71,0.59,11.8,1.0,12.34,116.58,11.97
34.0,3.78,34.0,3.8,7.0,2.0,1.0,1.0,156.4,7.0,6.42,165.1,7.0,6.4,7.0,140.0,50.0,11.72,78.8,136.95,38.66,0.41,9.8,1.0,12.24,112.9,11.97
31.1,3.78,36.3,3.76,1300.0,2.0,1.0,1.0,136.3,7.0,6.41,151.7,7.0,6.41,13.0,140.0,50.0,11.83,66.97,114.34,17.81,0.23,17.3,1.0,12.23,115.93,11.97
27.8,3.75,42.5,3.79,1300.0,2.0,1.0,1.0,140.3,7.0,6.44,144.5,7.0,6.43,13.0,140.0,50.0,11.9,72.83,127.36,20.85,0.23,21.7,1.0,12.08,115.09,11.97
38.3,3.78,45.3,3.77,30.0,1.0,1.0,2.0,104.1,8.0,6.61,126.8,8.0,6.61,3.0,140.0,50.0,11.85,70.39,181.48,20.52,0.55,28.7,2.0,9.58,130.43,11.97
27.1,3.77,50.2,3.78,1300.0,2.0,1.0,1.0,119.9,7.0,6.41,147.0,7.0,6.41,13.0,140.0,50.0,11.89,65.4,120.88,12.53,0.23,18.7,1.0,12.25,121.05,11.97
32.2,3.8,33.6,3.8,400.0,1.0,1.0,2.0,110.5,8.0,6.64,118.3,8.0,6.6,4.0,140.0,50.0,11.86,82.0,137.67,17.0,0.42,52.6,1.0,12.06,123.56,11.98
35.5,3.81,41.1,3.78,1100.0,2.0,1.0,1.0,133.6,7.0,6.4,129.4,7.0,6.41,11.0,140.0,50.0,12.06,98.62,188.1,28.97,0.13,10.1,1.0,12.28,129.09,11.97
49.9,3.77,49.5,3.77,300.0,1.0,1.0,2.0,106.1,8.0,6.62,105.7,8.0,6.6,3.0,140.0,50.0,11.8,104.83,195.78,49.18,0.53,35.7,2.0,9.58,141.38,11.97
35.9,3.79,39.9,3.79,7.0,2.0,1.0,1.0,149.2,7.0,6.42,165.9,7.0,6.41,7.0,140.0,50.0,11.37,71.54,146.8,44.55,0.41,12.5,1.0,12.23,116.17,11.97
43.1,3.77,42.0,3.77,1300.0,2.0,1.0,1.0,165.0,7.0,6.42,153.2,7.0,6.43,13.0,140.0,50.0,11.72,86.84,183.34,24.99,0.23,11.4,1.0,12.2,120.27,11.97
28.8,3.8,36.3,3.77,700.0,2.0,1.0,1.0,145.7,7.0,6.43,158.8,7.0,6.4,7.0,140.0,50.0,11.59,72.13,123.53,24.07,0.41,16.3,1.0,12.21,113.76,11.97
29.3,3.76,43.2,3.77,1000.0,2.0,1.0,1.0,129.5,7.0,6.4,154.9,7.0,6.4,10.0,140.0,50.0,11.74,114.47,197.6,63.62,0.6,16.6,1.0,12.16,115.49,11.97
49.4,3.78,35.7,3.77,300.0,1.0,1.0,2.0,113.8,8.0,6.62,108.2,8.0,6.6,3.0,140.0,50.0,11.48,83.22,175.56,18.15,0.55,34.8,2.0,9.66,140.34,11.97
33.0,3.75,45.1,3.79,1000.0,2.0,1.0,1.0,138.7,7.0,6.41,143.5,7.0,6.41,10.0,140.0,50.0,11.38,87.84,191.88,34.28,0.59,13.8,1.0,12.15,117.79,11.97
34.6,3.78,37.7,3.77,700.0,2.0,1.0,1.0,165.2,7.0,6.44,174.7,7.0,6.4,7.0,140.0,50.0,11.57,61.08,124.32,20.33,0.41,13.0,1.0,12.19,114.63,11.97
43.6,3.75,46.3,3.79,300.0,1.0,1.0,2.0,89.3,8.0,6.6,114.3,8.0,6.61,3.0,140.0,50.0,11.87,87.71,204.12,27.1,0.55,28.4,2.0,9.61,132.99,11.97
37.8,3.78,43.3,3.77,700.0,2.0,1.0,1.0,153.0,7.0,6.43,144.7,7.0,6.42,7.0,140.0,50.0,12.15,82.57,129.34,24.68,0.42,14.6,1.0,12.25,114.66,11.97
35.1,3.78,35.3,3.77,700.0,2.0,1.0,1.0,139.2,7.0,6.42,162.6,7.0,6.4,7.0,140.0,50.0,11.57,57.66,137.59,31.21,0.4,10.5,1.0,12.26,111.37,11.97
37.8,3.77,43.3,3.79,1000.0,2.0,1.0,1.0,145.4,7.0,6.42,130.4,7.0,6.42,10.0,140.0,50.0,11.87,95.05,185.06,29.31,0.6,13.9,1.0,12.15,118.34,11.97
31.1,3.75,32.5,3.78,1000.0,2.0,1.0,1.0,156.5,7.0,6.44,154.5,7.0,6.41,10.0,140.0,50.0,11.39,86.25,201.87,46.15,0.6,12.4,1.0,12.27,123.54,11.97
33.9,3.79,37.5,3.78,1300.0,2.0,1.0,1.0,155.8,7.0,6.43,138.4,7.0,6.4,13.0,140.0,50.0,11.88,68.67,121.85,12.16,0.23,20.2,1.0,12.16,122.45,11.97
29.0,3.79,39.1,3.77,1300.0,2.0,1.0,1.0,115.8,7.0,6.42,159.6,7.0,6.42,13.0,140.0,50.0,11.71,87.3,202.32,32.4,0.22,16.4,1.0,12.17,126.94,11.97
41.5,3.76,41.6,3.77,1100.0,2.0,1.0,1.0,155.1,7.0,6.44,138.6,7.0,6.4,11.0,140.0,50.0,11.89,63.48,167.04,19.14,0.12,24.2,1.0,12.23,120.59,11.97
34.8,3.77,39.5,3.79,700.0,2.0,1.0,1.0,149.7,7.0,6.41,153.5,7.0,6.4,7.0,140.0,50.0,11.47,80.49,139.44,36.4,0.41,13.5,1.0,12.24,116.88,11.97
36.0,3.79,42.6,3.75,700.0,2.0,1.0,1.0,145.8,7.0,6.43,154.6,7.0,6.42,7.0,140.0,50.0,11.69,69.12,127.36,20.23,0.41,15.1,1.0,12.16,120.51,11.97
48.5,3.77,34.9,3.77,30.0,1.0,1.0,2.0,96.8,8.0,6.62,93.3,8.0,6.6,3.0,150.0,50.0,11.8,112.32,201.54,46.76,0.53,38.3,2.0,9.63,139.59,11.97
26.8,3.76,36.0,3.77,700.0,2.0,1.0,1.0,155.4,7.0,6.42,156.2,7.0,6.42,7.0,140.0,50.0,11.57,64.39,127.16,25.9,0.4,13.0,1.0,12.15,110.92,11.97
37.6,3.79,36.2,3.77,700.0,2.0,1.0,1.0,139.1,7.0,6.44,157.1,7.0,6.4,7.0,140.0,50.0,11.67,77.93,143.38,44.34,0.41,26.0,1.0,12.29,121.53,11.97
30.0,3.83,45.3,3.77,700.0,2.0,1.0,1.0,142.4,7.0,6.41,170.7,7.0,6.42,7.0,140.0,50.0,11.55,63.75,145.3,51.22,0.41,16.7,1.0,12.15,113.87,11.97
31.9,3.79,32.6,3.77,1300.0,2.0,1.0,1.0,119.2,7.0,6.42,146.9,7.0,6.43,13.0,140.0,50.0,11.9,70.75,142.04,9.97,0.22,9.1,1.0,12.27,120.14,11.97
35.5,3.77,44.0,3.77,700.0,2.0,1.0,1.0,138.9,7.0,6.42,175.0,7.0,6.41,7.0,140.0,50.0,11.67,76.91,150.52,46.57,0.41,10.8,1.0,12.3,116.14,11.97
36.5,3.8,32.9,3.77,700.0,2.0,1.0,1.0,163.5,7.0,6.42,174.1,7.0,6.4,7.0,140.0,50.0,11.58,70.58,123.98,35.65,0.41,13.6,1.0,12.21,117.72,11.97
49.2,3.8,48.0,3.77,300.0,1.0,1.0,2.0,104.7,8.0,6.63,121.8,8.0,6.6,3.0,140.0,50.0,11.79,116.48,187.0,40.89,0.54,31.0,2.0,9.54,133.54,11.97
34.0,3.81,43.5,3.78,1300.0,2.0,1.0,1.0,138.6,7.0,6.42,198.4,7.0,6.41,13.0,140.0,50.0,11.86,77.0,173.13,21.36,0.23,26.2,1.0,12.13,119.09,11.97
36.5,3.78,40.4,3.78,1300.0,2.0,1.0,1.0,146.6,7.0,6.43,132.0,7.0,6.42,13.0,140.0,50.0,11.72,85.71,189.52,23.62,0.23,10.8,1.0,12.2,124.29,11.97
34.0,3.78,36.3,3.75,1000.0,2.0,1.0,1.0,128.8,7.0,6.42,142.6,7.0,6.43,10.0,140.0,50.0,12.3,115.06,194.22,51.23,0.6,15.8,1.0,12.17,124.52,11.97
48.9,3.78,35.5,3.78,300.0,1.0,1.0,2.0,100.0,8.0,6.63,102.9,8.0,6.61,3.0,140.0,50.0,12.31,109.72,192.15,32.71,0.55,26.8,2.0,9.56,136.54,11.97
27.5,3.77,36.8,3.78,7.0,2.0,1.0,1.0,139.0,7.0,6.42,166.8,7.0,6.42,7.0,140.0,50.0,11.71,61.04,147.13,48.89,0.41,25.3,1.0,12.37,114.18,11.97
26.1,3.78,43.8,3.77,700.0,2.0,1.0,1.0,148.5,7.0,6.4,157.0,7.0,6.42,7.0,140.0,50.0,11.57,58.46,134.2,22.38,0.41,21.8,1.0,12.16,111.34,11.97
32.7,3.81,25.1,3.78,700.0,2.0,1.0,1.0,145.9,7.0,6.41,158.7,7.0,6.4,7.0,140.0,50.0,11.67,74.51,146.92,48.51,0.41,12.4,1.0,12.19,116.76,11.97
51.8,3.78,42.0,3.75,300.0,1.0,1.0,2.0,97.5,8.0,6.62,113.1,8.0,6.6,3.0,140.0,50.0,11.82,99.24,210.51,31.2,0.55,32.2,2.0,9.63,129.51,11.97
28.4,3.81,36.5,3.78,700.0,2.0,1.0,1.0,164.7,7.0,6.44,160.4,7.0,6.4,7.0,140.0,50.0,11.56,61.7,122.15,24.35,0.41,13.4,1.0,12.23,117.89,11.97
36.8,3.75,51.7,3.77,300.0,1.0,1.0,2.0,92.4,8.0,6.6,102.8,8.0,6.6,3.0,150.0,50.0,11.76,107.68,194.77,60.49,0.53,29.5,2.0,9.56,142.61,11.97
34.3,3.75,32.6,3.78,700.0,2.0,1.0,1.0,145.5,7.0,6.42,152.4,7.0,6.42,7.0,140.0,50.0,11.59,72.55,123.51,27.44,0.41,15.7,1.0,12.06,108.61,11.97
54.5,3.8,40.2,3.77,400.0,1.0,1.0,2.0,112.1,8.0,6.62,116.8,8.0,6.6,4.0,140.0,50.0,11.76,77.53,175.22,24.77,0.42,57.1,1.0,12.06,139.65,11.97
27.5,3.78,36.2,3.77,1300.0,2.0,1.0,1.0,128.9,7.0,6.4,151.1,7.0,6.4,13.0,140.0,50.0,11.74,88.89,200.89,28.21,0.23,17.8,1.0,12.19,117.4,11.97
32.3,3.78,37.9,3.78,1300.0,2.0,1.0,1.0,130.6,7.0,6.42,161.0,7.0,6.4,13.0,140.0,50.0,11.67,90.38,176.62,24.66,0.23,15.3,1.0,12.22,121.46,11.97
43.1,3.76,36.6,3.77,1000.0,2.0,1.0,1.0,158.3,7.0,6.4,124.6,7.0,6.42,10.0,140.0,50.0,11.8,90.97,208.27,28.96,0.6,20.2,1.0,12.08,123.85,11.97
40.5,3.77,45.6,3.79,1300.0,2.0,1.0,1.0,147.8,7.0,6.42,163.4,7.0,6.42,13.0,140.0,50.0,11.92,81.5,182.53,29.0,0.23,15.8,1.0,12.25,124.53,11.97
32.6,3.78,43.6,3.79,700.0,2.0,1.0,1.0,155.9,7.0,6.4,158.2,7.0,6.41,7.0,140.0,50.0,11.53,60.71,142.84,42.88,0.41,18.6,1.0,12.15,109.15,11.97
32.8,3.77,46.6,3.77,300.0,1.0,1.0,2.0,99.1,8.0,6.62,104.0,8.0,6.6,3.0,140.0,50.0,11.72,109.51,198.38,58.23,0.54,32.0,2.0,9.53,129.55,11.97
28.0,3.78,35.8,3.8,1300.0,2.0,1.0,1.0,146.6,7.0,6.43,144.6,7.0,6.43,13.0,140.0,50.0,11.89,68.61,133.74,12.95,0.23,28.6,1.0,12.27,116.89,11.97
48.8,3.75,51.2,3.8,3.0,1.0,1.0,2.0,112.8,8.0,6.62,111.0,8.0,6.61,3.0,140.0,50.0,11.78,110.81,183.38,33.3,0.54,34.3,2.0,9.53,128.81,11.97
53.3,3.79,58.8,3.76,300.0,1.0,1.0,2.0,96.4,8.0,6.61,108.5,8.0,6.6,3.0,140.0,50.0,11.83,82.75,201.61,25.41,0.55,38.4,2.0,9.59,136.55,11.97
42.7,3.78,40.2,3.75,40.0,1.0,1.0,2.0,104.4,8.0,6.62,114.4,8.0,6.6,4.0,140.0,50.0,12.1,87.32,203.32,26.77,0.42,55.6,1.0,12.12,135.1,11.97
29.6,3.78,32.8,3.79,700.0,2.0,1.0,1.0,148.4,7.0,6.41,153.1,7.0,6.41,7.0,140.0,50.0,11.67,64.97,147.08,50.03,0.41,14.6,1.0,12.15,119.57,11.97
42.8,3.78,46.6,3.79,300.0,1.0,1.0,2.0,128.0,8.0,6.64,109.7,8.0,6.61,3.0,140.0,50.0,11.59,75.4,124.76,23.09,0.54,35.5,2.0,9.63,137.49,11.97
46.3,3.8,49.7,3.75,400.0,1.0,1.0,2.0,104.0,8.0,6.65,112.6,8.0,6.62,4.0,150.0,50.0,11.92,112.25,191.5,36.3,0.41,53.0,1.0,12.02,147.4,11.97
31.0,3.8,43.3,3.77,1300.0,2.0,1.0,1.0,132.3,7.0,6.42,153.9,7.0,6.4,13.0,140.0,50.0,11.87,72.18,135.79,16.13,0.23,14.4,1.0,12.05,121.12,11.97
30.7,3.79,35.2,3.79,70.0,2.0,1.0,1.0,138.2,7.0,6.4,145.7,7.0,6.4,7.0,140.0,50.0,11.55,62.84,137.29,42.62,0.41,9.4,1.0,12.35,111.82,11.97
30.3,3.78,58.7,3.77,300.0,1.0,1.0,2.0,112.7,8.0,6.6,113.4,8.0,6.6,3.0,140.0,50.0,11.86,77.93,172.14,20.46,0.55,30.4,2.0,9.52,143.97,11.97
41.3,3.77,45.8,3.79,1300.0,2.0,1.0,1.0,135.6,7.0,6.42,163.4,7.0,6.41,13.0,140.0,50.0,11.71,85.17,196.14,31.66,0.23,9.1,1.0,12.25,122.5,11.97
41.1,3.77,33.2,3.77,1300.0,2.0,1.0,1.0,145.8,7.0,6.43,158.2,7.0,6.4,13.0,140.0,50.0,11.87,88.78,187.66,20.16,0.23,24.2,1.0,12.23,127.69,11.97
38.4,3.76,39.2,3.75,700.0,2.0,1.0,1.0,144.3,7.0,6.43,155.3,7.0,6.4,7.0,140.0,50.0,11.67,82.26,137.67,36.64,0.41,15.4,1.0,12.21,114.19,11.97
31.3,3.8,29.4,3.78,700.0,2.0,1.0,1.0,155.5,7.0,6.43,161.3,7.0,6.4,7.0,140.0,50.0,11.56,67.4,129.34,22.13,0.41,21.9,1.0,12.25,109.84,11.97
46.2,3.77,38.0,3.79,300.0,1.0,1.0,2.0,109.1,8.0,6.62,112.2,8.0,6.62,3.0,140.0,50.0,11.48,91.57,177.0,24.41,0.54,40.5,2.0,9.56,139.78,11.97
41.0,3.78,32.1,3.8,700.0,2.0,1.0,1.0,155.3,7.0,6.42,153.3,7.0,6.43,7.0,140.0,50.0,12.48,71.73,142.68,21.47,0.42,19.2,1.0,12.19,122.73,11.97
34.1,3.78,40.7,3.77,1300.0,2.0,1.0,1.0,145.0,7.0,6.42,153.0,7.0,6.43,13.0,140.0,50.0,11.81,76.21,175.56,20.71,0.23,15.5,1.0,12.26,117.42,11.97
50.3,3.8,50.1,3.77,400.0,1.0,1.0,2.0,107.4,8.0,6.61,106.9,8.0,6.61,4.0,140.0,50.0,11.71,75.35,173.48,25.07,0.42,46.8,1.0,12.13,136.31,11.97
44.0,3.77,40.7,3.76,300.0,1.0,1.0,2.0,89.7,8.0,6.6,109.1,8.0,6.6,3.0,140.0,50.0,11.83,87.19,212.12,23.2,0.55,32.0,2.0,9.54,137.57,11.97
28.0,3.76,34.2,3.78,70.0,2.0,1.0,1.0,170.6,7.0,6.42,163.1,7.0,6.41,7.0,140.0,50.0,11.52,54.34,141.61,31.57,0.41,11.2,1.0,12.3,114.64,11.97
28.7,3.76,32.2,3.79,1300.0,2.0,1.0,1.0,148.8,7.0,6.42,137.1,7.0,6.41,13.0,140.0,50.0,11.83,71.76,168.74,18.11,0.23,18.8,1.0,12.23,116.93,11.97
31.2,3.78,35.5,3.8,1300.0,2.0,1.0,1.0,156.3,7.0,6.43,157.1,7.0,6.41,13.0,140.0,50.0,11.87,71.76,159.94,17.04,0.22,18.1,1.0,12.12,125.06,11.97
31.7,3.79,43.2,3.78,1100.0,2.0,1.0,1.0,130.9,7.0,6.42,154.7,7.0,6.41,11.0,140.0,50.0,11.88,67.91,170.15,20.46,0.13,8.3,1.0,12.15,124.8,11.97
50.0,3.78,39.1,3.77,300.0,1.0,1.0,2.0,114.0,8.0,6.62,121.2,8.0,6.6,3.0,140.0,50.0,11.6,67.83,121.66,23.93,0.55,31.2,2.0,9.63,140.11,11.97
32.4,3.76,46.1,3.77,300.0,1.0,1.0,2.0,97.3,8.0,6.62,104.0,8.0,6.6,3.0,140.0,50.0,11.7,105.35,179.98,46.02,0.55,31.8,2.0,9.6,133.4,11.97
32.1,3.76,37.5,3.77,1000.0,2.0,1.0,1.0,139.5,7.0,6.4,137.9,7.0,6.42,10.0,140.0,50.0,11.6,59.01,141.41,41.81,0.6,12.7,1.0,12.28,115.71,11.97
39.5,3.78,31.2,3.77,700.0,2.0,1.0,1.0,146.9,7.0,6.41,158.4,7.0,6.42,7.0,140.0,50.0,11.6,92.24,124.22,67.38,0.41,17.5,1.0,12.21,116.31,11.97
34.0,3.78,37.0,3.79,700.0,2.0,1.0,1.0,135.3,7.0,6.42,163.1,7.0,6.41,7.0,140.0,50.0,11.58,77.31,126.5,31.78,0.41,19.6,1.0,12.17,114.83,11.97
53.6,3.8,48.9,3.79,30.0,1.0,1.0,2.0,103.9,8.0,6.6,133.4,8.0,6.6,3.0,140.0,50.0,11.7,113.97,194.91,46.1,0.55,31.7,2.0,9.63,133.39,11.97
31.0,3.75,37.3,3.75,1300.0,2.0,1.0,1.0,130.5,7.0,6.42,125.7,7.0,6.41,13.0,140.0,50.0,11.82,75.17,111.62,15.75,0.23,11.3,1.0,12.21,119.12,11.97
40.4,3.75,47.9,3.79,400.0,1.0,1.0,2.0,118.2,8.0,6.63,112.8,8.0,6.6,4.0,150.0,50.0,11.93,110.37,191.83,33.88,0.41,50.2,1.0,12.07,134.0,11.98
49.6,3.78,47.5,3.77,300.0,1.0,1.0,2.0,100.6,8.0,6.62,106.4,8.0,6.6,3.0,140.0,50.0,11.71,90.59,204.99,37.8,0.54,35.7,2.0,9.66,135.86,11.97
39.7,3.78,51.5,3.78,400.0,1.0,1.0,2.0,112.0,8.0,6.6,110.8,8.0,6.6,4.0,140.0,50.0,12.07,92.15,203.6,25.12,0.42,58.0,1.0,12.04,140.95,11.97
40.1,3.79,37.0,3.75,700.0,2.0,1.0,1.0,164.9,7.0,6.42,167.1,7.0,6.41,7.0,140.0,50.0,11.6,65.61,137.22,25.37,0.41,17.9,1.0,12.16,108.61,11.97
33.0,3.8,39.4,3.77,1300.0,2.0,1.0,1.0,149.1,7.0,6.41,152.3,7.0,6.42,13.0,140.0,50.0,11.74,86.7,163.97,25.41,0.23,22.0,1.0,12.21,121.11,11.97
50.8,3.78,48.2,3.78,300.0,1.0,1.0,2.0,97.7,8.0,6.64,107.2,8.0,6.6,3.0,140.0,50.0,11.78,109.47,182.67,49.93,0.53,27.9,2.0,9.58,134.33,11.97
32.3,3.78,33.4,3.79,700.0,2.0,1.0,1.0,148.9,7.0,6.42,154.1,7.0,6.42,7.0,140.0,50.0,11.71,74.23,132.83,36.6,0.41,29.6,1.0,12.16,108.79,11.97
34.5,3.76,34.6,3.79,1300.0,2.0,1.0,1.0,157.1,7.0,6.42,157.4,7.0,6.42,13.0,140.0,50.0,12.47,69.59,99.09,18.33,0.23,19.1,1.0,12.25,115.93,11.97
40.3,3.77,47.6,3.77,300.0,1.0,1.0,2.0,97.9,8.0,6.6,115.1,8.0,6.61,3.0,140.0,50.0,11.82,67.29,173.18,18.11,0.55,34.8,2.0,9.57,132.01,11.97
51.4,3.79,40.9,3.79,300.0,1.0,1.0,2.0,110.7,8.0,6.65,97.3,8.0,6.6,3.0,140.0,50.0,12.31,115.54,197.1,37.77,0.55,33.2,2.0,9.57,135.02,11.97
31.5,3.78,35.4,3.75,1000.0,2.0,1.0,1.0,160.3,7.0,6.4,127.4,7.0,6.43,10.0,140.0,50.0,11.42,85.89,186.46,21.77,0.59,13.8,1.0,12.25,117.02,11.97
30.2,3.78,38.1,3.79,1300.0,2.0,1.0,1.0,109.6,7.0,6.42,157.0,7.0,6.4,13.0,140.0,50.0,11.84,80.37,162.37,21.77,0.23,14.3,1.0,12.22,122.53,11.97
35.8,3.77,32.6,3.77,1300.0,2.0,1.0,1.0,130.2,7.0,6.42,160.4,7.0,6.41,13.0,140.0,50.0,12.48,65.59,95.38,11.55,0.23,16.1,1.0,12.24,124.45,11.97
27.7,3.79,45.4,3.78,700.0,2.0,1.0,1.0,164.5,7.0,6.42,147.9,7.0,6.43,7.0,140.0,50.0,11.54,77.74,132.88,34.87,0.41,16.0,1.0,12.05,107.63,11.97
